sentence,neg,neu,pos,compound
Amory based his loss of faith in help from others on several sweeping syllogisms.,0.122,0.585,0.293,0.4939
"Granted that his generation, however bruised and decimated from this Victorian war, were the heirs of progress.",0.172,0.617,0.211,-0.0258
"Waving aside petty differences of conclusions which, although they might occasionally cause the deaths of several millions of young men, might be explained awaysupposing that after all Bernard Shaw and Bernhardi, Bonar Law and BethmannHollweg were mutual heirs of progress if only in agreeing against the ducking of witcheswaiving the antitheses and approaching individually these men who seemed to be the leaders, he was repelled by the discrepancies and contradictions in the men themselves.",0.052,0.883,0.066,0.2732
"There was, for example, Thornton Hancock, respected by half the intellectual world as an authority on life, a man who had verified and believed the code he lived by, an educator of educators, an adviser to Presidentsyet Amory knew that this man had, in his heart, leaned on the priest of another religion.",0.0,0.864,0.136,0.7717
"And Monsignor, upon whom a cardinal rested, had moments of strange and horrible insecurityinexplicable in a religion that explained even disbelief in terms of its own faith if you doubted the devil it was the devil that made you doubt him.",0.35,0.598,0.052,-0.9423
"Amory had seen Monsignor go to the houses of stolid philistines, read popular novels furiously, saturate himself in routine, to escape from that horror.",0.212,0.643,0.145,-0.4767
"And this priest, a little wiser, somewhat purer, had been, Amory knew, not essentially older than he.",0.0,0.887,0.113,0.228
Amory was alonehe had escaped from a small enclosure into a great labyrinth.,0.0,0.709,0.291,0.6249
"He was where Goethe was when he began ""Faust"" he was where Conrad was when he wrote ""Almayer's Folly.""",0.0,1.0,0.0,0.0
Amory said to himself that there were essentially two sorts of people who through natural clarity or disillusion left the enclosure and sought the labyrinth.,0.068,0.753,0.178,0.4939
"There were men like Wells and Plato, who had, half unconsciously, a strange, hidden orthodoxy, who would accept for themselves only what could be accepted for all menincurable romanticists who never, for all their efforts, could enter the labyrinth as stark souls there were on the other hand swordlike pioneering personalities, Samuel Butler, Renan, Voltaire, who progressed much slower, yet eventually much further, not in the direct pessimistic line of speculative philosophy but concerned in the eternal attempt to attach a positive value to life.... Amory stopped.",0.056,0.745,0.199,0.9011
He began for the first time in his life to have a strong distrust of all generalities and epigrams.,0.127,0.724,0.149,0.128
"They were too easy, too dangerous to the public mind.",0.221,0.571,0.207,-0.0516
Yet all thought usually reached the public after thirty years in some such form Benson and Chesterton had popularized Huysmans and Newman Shaw had sugarcoated Nietzsche and Ibsen and Schopenhauer.,0.0,0.867,0.133,0.5106
The man in the street heard the conclusions of dead genius through some one else's clever paradoxes and didactic epigrams.,0.17,0.711,0.119,-0.3182
"Life was a damned muddle... a football game with every one offside and the referee gotten rid ofevery one claiming the referee would have been on his side.... Progress was a labyrinth... people plunging blindly in and then rushing wildly back, shouting that they had found it... the invisible kingthe elan vitalthe principle of evolution... writing a book, starting a war, founding a school.... Amory, even had he not been a selfish man, would have started all inquiries with himself.",0.08,0.853,0.066,-0.2837
"He was his own best examplesitting in the rain, a human creature of sex and pride, foiled by chance and his own temperament of the balm of love and children, preserved to help in building up the living consciousness of the race.",0.0,0.699,0.301,0.9382
In selfreproach and loneliness and disillusion he came to the entrance of the labyrinth.,0.286,0.714,0.0,-0.5859
"Another dawn flung itself across the river, a belated taxi hurried along the street, its lamps still shining like burning eyes in a face white from a night's carouse.",0.0,0.909,0.091,0.3612
A melancholy siren sounded far down the river.,0.326,0.674,0.0,-0.4404
MONSIGNOR Amory kept thinking how Monsignor would have enjoyed his own funeral.,0.158,0.633,0.209,0.2023
It was magnificently Catholic and liturgical.,0.0,0.532,0.468,0.6597
Bishop O'Neill sang solemn high mass and the cardinal gave the final absolutions.,0.098,0.902,0.0,-0.0772
"Thornton Hancock, Mrs. Lawrence, the British and Italian ambassadors, the papal delegate, and a host of friends and priests were thereyet the inexorable shears had cut through all these threads that Monsignor had gathered into his hands.",0.054,0.867,0.079,0.25
"To Amory it was a haunting grief to see him lying in his coffin, with closed hands upon his purple vestments.",0.339,0.661,0.0,-0.8271
"His face had not changed, and, as he never knew he was dying, it showed no pain or fear.",0.352,0.648,0.0,-0.8271
"It was Amory's dear old friend, his and the others'for the church was full of people with daft, staring faces, the most exalted seeming the most stricken.",0.108,0.719,0.174,0.2975
"The cardinal, like an archangel in cope and mitre, sprinkled the holy water the organ broke into sound the choir began to sing the Requiem Eternam.",0.096,0.819,0.085,-0.0772
All these people grieved because they had to some extent depended upon Monsignor.,0.2,0.8,0.0,-0.4588
"Their grief was more than sentiment for the ""crack in his voice or a certain break in his walk,"" as Wells put it.",0.122,0.722,0.156,-0.0258
"These people had leaned on Monsignor's faith, his way of finding cheer, of making religion a thing of lights and shadows, making all light and shadow merely aspects of God.",0.0,0.76,0.24,0.802
People felt safe when he was near.,0.0,0.674,0.326,0.4404
"Of Amory's attempted sacrifice had been born merely the full realization of his disillusion, but of Monsignor's funeral was born the romantic elf who was to enter the labyrinth with him.",0.131,0.771,0.098,-0.0516
"He found something that he wanted, had always wanted and always would wantnot to be admired, as he had feared not to be loved, as he had made himself believe but to be necessary to people, to be indispensable he remembered the sense of security he had found in Burne.",0.075,0.83,0.095,0.2679
"Life opened up in one of its amazing bursts of radiance and Amory suddenly and permanently rejected an old epigram that had been playing listlessly in his mind ""Very few things matter and nothing matters very much.""",0.098,0.693,0.209,0.6111
"On the contrary, Amory felt an immense desire to give people a sense of security.",0.0,0.702,0.298,0.6249
"THE BIG MAN WITH GOGGLES On the day that Amory started on his walk to Princeton the sky was a colorless vault, cool, high and barren of the threat of rain.",0.101,0.831,0.068,-0.2732
"It was a gray day, that least fleshly of all weathers a day of dreams and far hopes and clear visions.",0.0,0.6,0.4,0.8402
It was a day easily associated with those abstract truths and purities that dissolve in the sunshine or fade out in mocking laughter by the light of the moon.,0.072,0.617,0.311,0.836
"The trees and clouds were carved in classical severity the sounds of the countryside had harmonized to a monotone, metallic as a trumpet, breathless as the Grecian urn.",0.0,0.906,0.094,0.3818
The day had put Amory in such a contemplative mood that he caused much annoyance to several motorists who were forced to slow up considerably or else run him down.,0.164,0.836,0.0,-0.6486
So engrossed in his thoughts was he that he was scarcely surprised at that strange phenomenoncordiality manifested within fifty miles of Manhattanwhen a passing car slowed down beside him and a voice hailed him.,0.051,0.795,0.153,0.3818
"He looked up and saw a magnificent Locomobile in which sat two middleaged men, one of them small and anxious looking, apparently an artificial growth on the other who was large and begoggled and imposing.",0.085,0.752,0.163,0.6249
"""Do you want a lift?""",0.0,0.698,0.302,0.0772
"asked the apparently artificial growth, glancing from the corner of his eye at the imposing man as if for some habitual, silent corroboration.",0.056,0.84,0.104,0.296
"""You bet I do.",0.0,1.0,0.0,0.0
"Thanks.""",0.0,1.0,0.0,0.0
"The chauffeur swung open the door, and, climbing in, Amory settled himself in the middle of the back seat.",0.0,1.0,0.0,0.0
He took in his companions curiously.,0.0,1.0,0.0,0.0
The chief characteristic of the big man seemed to be a great confidence in himself set off against a tremendous boredom with everything around him.,0.077,0.673,0.249,0.7269
"That part of his face which protruded under the goggles was what is generally termed ""strong"" rolls of not undignified fat had collected near his chin somewhere above was a wide thin mouth and the rough model for a Roman nose, and, below, his shoulders collapsed without a struggle into the powerful bulk of his chest and belly.",0.036,0.883,0.081,0.3944
He was excellently and quietly dressed.,0.0,0.549,0.451,0.6249
Amory noticed that he was inclined to stare straight at the back of the chauffeur's head as if speculating steadily but hopelessly some baffling hirsute problem.,0.243,0.712,0.045,-0.8126
The smaller man was remarkable only for his complete submersion in the personality of the other.,0.0,0.806,0.194,0.5574
"He was of that lower secretarial type who at forty have engraved upon their business cards ""Assistant to the President,"" and without a sigh consecrate the rest of their lives to secondhand mannerisms.",0.098,0.902,0.0,-0.3125
"""Going far?""",0.0,1.0,0.0,0.0
asked the smaller man in a pleasant disinterested way.,0.0,0.68,0.32,0.5106
"""Quite a stretch.""",0.0,1.0,0.0,0.0
"""Hiking for exercise?""",0.0,1.0,0.0,0.0
"""No,"" responded Amory succinctly, ""I'm walking because I can't afford to ride.""",0.0,1.0,0.0,0.0
"""Oh.""",0.0,1.0,0.0,0.0
"Then again ""Are you looking for work?",0.0,1.0,0.0,0.0
"Because there's lots of work,"" he continued rather testily.",0.0,1.0,0.0,0.0
"""All this talk of lack of work.",0.277,0.723,0.0,-0.3182
"The West is especially short of labor.""",0.0,1.0,0.0,0.0
"He expressed the West with a sweeping, lateral gesture.",0.0,1.0,0.0,0.0
Amory nodded politely.,0.0,1.0,0.0,0.0
"""Have you a trade?""",0.0,1.0,0.0,0.0
NoAmory had no trade.,0.423,0.577,0.0,-0.296
"""Clerk, eh?""",0.0,1.0,0.0,0.0
NoAmory was not a clerk.,0.0,1.0,0.0,0.0
"""Whatever your line is,"" said the little man, seeming to agree wisely with something Amory had said, ""now is the time of opportunity and business openings.""",0.0,0.74,0.26,0.7964
"He glanced again toward the big man, as a lawyer grilling a witness glances involuntarily at the jury.",0.0,1.0,0.0,0.0
Amory decided that he must say something and for the life of him could think of only one thing to say.,0.0,1.0,0.0,0.0
"""Of course I want a great lot of money"" The little man laughed mirthlessly but conscientiously.",0.0,0.664,0.336,0.5515
"""That's what every one wants nowadays, but they don't want to work for it.""",0.093,0.907,0.0,-0.0857
"""A very natural, healthy desire.",0.0,0.186,0.814,0.8287
"Almost all normal people want to be rich without great effortexcept the financiers in problem plays, who want to 'crash their way through.'",0.264,0.486,0.249,-0.3599
"Don't you want easy money?""",0.547,0.453,0.0,-0.3875
"""Of course not,"" said the secretary indignantly.",0.0,1.0,0.0,0.0
"""But,"" continued Amory disregarding him, ""being very poor at present I am contemplating socialism as possibly my forte.""",0.261,0.739,0.0,-0.6478
Both men glanced at him curiously.,0.0,1.0,0.0,0.0
"""These bomb throwers"" The little man ceased as words lurched ponderously from the big man's chest.",0.176,0.824,0.0,-0.4939
"""If I thought you were a bomb thrower I'd run you over to the Newark jail.",0.198,0.802,0.0,-0.4939
"That's what I think of Socialists.""",0.0,1.0,0.0,0.0
Amory laughed.,0.0,0.25,0.75,0.4588
"""What are you,"" asked the big man, ""one of these parlor Bolsheviks, one of these idealists?",0.0,0.898,0.102,0.1779
I must say I fail to see the difference.,0.368,0.632,0.0,-0.5423
"The idealists loaf around and write the stuff that stirs up the poor immigrants.""",0.185,0.714,0.101,-0.34
"""Well,"" said Amory, ""if being an idealist is both safe and lucrative, I might try it.""",0.0,0.703,0.297,0.6705
"""What's your difficulty?",0.545,0.455,0.0,-0.34
"Lost your job?""",0.535,0.465,0.0,-0.3182
"""Not exactly, butwell, call it that.""",0.0,1.0,0.0,0.0
"""What was it?""",0.0,1.0,0.0,0.0
"""Writing copy for an advertising agency.""",0.0,1.0,0.0,0.0
"""Lots of money in advertising.""",0.0,1.0,0.0,0.0
Amory smiled discreetly.,0.0,0.364,0.636,0.5423
"""Oh, I'll admit there's money in it eventually.",0.0,0.795,0.205,0.2023
Talent doesn't starve any more.,0.0,0.366,0.634,0.6377
Even art gets enough to eat these days.,0.0,1.0,0.0,0.0
"Artists draw your magazine covers, write your advertisements, hash out ragtime for your theatres.",0.0,1.0,0.0,0.0
"By the great commercializing of printing you've found a harmless, polite occupation for every genius who might have carved his own niche.",0.0,0.757,0.243,0.7269
